,PLACEID,BOROUGH CODE,FACILITY TYPE,FEATURE NAME,longitude,latitude,FACILITY TYPE NAME,ACTIVITY_CATEGORY,BOROUGH NAME
6864,1032549,5.0,4,STATEN ISLAND ZOO AFRICA WING,-74.11502963656,40.625105751982,Recreational Facility,recreation,Staten Island
6865,1031233,1.0,6,TRNVS 1WB OV PD PTH OPP 66,-73.970965900274,40.768808261492,Transportation Facility,transportation,Manhattan
6869,1230,4.0,3,LEFRAK CITY LIBRARY,-73.861263001235,40.737378883569,Cultural Facility,culture,Queens
6871,466,1.0,4,BILL BOJANGLES ROBINSON PLAYGROUND,-73.937310340805,40.825325534389,Recreational Facility,recreation,Manhattan
6876,1034974,1.0,4,FIORELLO LA GUARDIA PARK,-73.998323382981,40.728547127521,Recreational Facility,recreation,Manhattan
6877,5904,1.0,3,MARQUIS THEATRE,-73.985753797872,40.758696061037,Cultural Facility,culture,Manhattan
6879,3331,1.0,9,ST FRANCIS OF ASSISI CHURCH,-73.990618789852,40.748773008689,Religious Institution,culture,Manhattan
6880,1024161,1.0,4,FT TRYON PARK OVERLOOK SOUTH,-73.933131625162,40.863174655221,Recreational Facility,recreation,Manhattan
6885,1028403,1.0,3,CARRIAGE HOUSE CENTER FOR THE ARTS,-73.976842907301,40.74864636083,Cultural Facility,culture,Manhattan
6888,1002232,2.0,4,BRONX PARK REISS BALLFIELD,-73.871788988534,40.858581137086,Recreational Facility,recreation,Bronx
6892,17392,5.0,9,GREAT KILLS MORAVIAN CHURCH,-74.148945232786,40.549430948975,Religious Institution,culture,Staten Island
6893,3142,3.0,6,PIER 1 ARMY TERMINAL,-74.028677102566,40.64424634476,Transportation Facility,transportation,Brooklyn
6896,3147,3.0,9,ST MARYS ANTIOCHIAN ORTHODOX CHURCH,-74.032650394008,40.627612217797,Religious Institution,culture,Brooklyn
6899,70,4.0,4,SPIRIT PLAYGROUND,-73.941579527286,40.761236215751,Recreational Facility,recreation,Queens
6903,1024363,1.0,4,ISHAM PARK ISHAM ST ROCK OUTCROP,-73.920394515666,40.869609616252,Recreational Facility,recreation,Manhattan
6907,14479,2.0,4,TRINITY DANISH YOUTH BEACH,-73.815788149254,40.832261821977,Recreational Facility,recreation,Bronx
6911,1023364,1.0,4,CENTRAL PARK CHERRY HILL FOUNTAIN,-73.972711623547,40.774695505065,Recreational Facility,recreation,Manhattan
6912,6025,2.0,3,BRONX HISTORICAL SOCIETY OFFICE,-73.879693409601,40.878238259049,Cultural Facility,culture,Bronx
6913,1020164,1.0,4,PUMPHOUSE PARK,-74.016208499261,40.712251759267,Recreational Facility,recreation,Manhattan
6919,14871,3.0,4,HERBERT VON KING PK PLAYGROUND S,-73.945746867518,40.689512581709,Recreational Facility,recreation,Brooklyn
6921,7592,1.0,3,SQUADRON A ARMORY,-73.953959070494,40.785682602431,Cultural Facility,culture,Manhattan
6922,5850,3.0,3,BROOKLYN HISTORICAL SOCIETY,-73.992410359445,40.694837334935,Cultural Facility,culture,Brooklyn
6923,13695,5.0,4,HUGUENOT BEACH,-74.180618114218,40.520200018315,Recreational Facility,recreation,Staten Island
6924,519,3.0,4,SUNNERS PLAYGROUND,-73.929616947106,40.63253019522,Recreational Facility,recreation,Brooklyn
6927,15447,3.0,9,MEMORIAL PRESBYTERIAN CHURCH,-73.974433880873,40.676353754885,Religious Institution,culture,Brooklyn
6929,1036425,4.0,4,HUNTERS POINT SOUTH PARK FIELD,-73.96052432884,40.742551902786,Recreational Facility,recreation,Queens
6930,16221,3.0,4,HANCOCK COMMUNITY BACKYARD GARDEN PARK,-73.943070286752,40.683190575347,Recreational Facility,recreation,Brooklyn
6931,4124,5.0,9,ST JOSEPH ST THOMAS PARISH,-74.210226838199,40.524984467464,Religious Institution,culture,Staten Island
6934,812,1.0,4,SIDNEY HILLMAN PLAYGROUND,-73.979660385197,40.715200854516,Recreational Facility,recreation,Manhattan
6937,1031876,3.0,9,ST MARKS CHURCH EPISCOPAL,-73.944563831641,40.668778571144,Religious Institution,culture,Brooklyn
6939,1030820,1.0,9,BETHEL CHURCH OF CHRIST,-73.937580704514,40.801709352957,Religious Institution,culture,Manhattan
6943,1031423,2.0,6,HUTCH RIV PKWY OV HUTCHINSON RIV,-73.821570113682,40.868470371139,Transportation Facility,transportation,Bronx
6944,4059,4.0,9,ST MARY STAR OF THE SEA RC CHURCH,-73.753222075353,40.600948423403,Religious Institution,culture,Queens
6945,13850,4.0,6,LAGUARDIA AIRPORT SECURITY ZONE DAYBEACON B,-73.887756811862,40.778330365998,Transportation Facility,transportation,Queens
6947,1018486,2.0,4,WHITE CROSS FISHING CLUB BEACH,-73.816198241822,40.8312565251,Recreational Facility,recreation,Bronx
6948,1028689,1.0,9,CHRIST BIBLE INSTITUTE CHURCH,-73.948317885212,40.808359254526,Religious Institution,culture,Manhattan
6951,1028094,4.0,9,ST PAUL CHONG HA SANG RC CHURCH,-73.823960243952,40.768693673888,Religious Institution,culture,Queens
6953,1032508,5.0,6,VERRAZANO BRIDGE PLAZA,-74.063444003529,40.601419804569,Transportation Facility,transportation,Staten Island
6958,1029388,5.0,4,TOTTENVILLE POOL,-74.235215076641,40.505636290021,Recreational Facility,recreation,Staten Island
6959,7860,2.0,4,BRONX ZOO - MADAGASCAR,-73.879238480429,40.852565477548,Recreational Facility,recreation,Bronx
6960,1009964,1.0,6,HELL GATE BRIDGE,-73.922167012418,40.782656246387,Transportation Facility,transportation,Manhattan
6961,8470,3.0,3,BROOKLYN CENTRAL LIBRARY,-73.96819585069,40.672383488678,Cultural Facility,culture,Brooklyn
6963,1033193,1.0,4,SOULCYCLE CHELSEA,-74.006678567668,40.74361234902,Recreational Facility,recreation,Manhattan
6965,15278,1.0,9,BOARD MISSIONS METHODIST CHURCH,-73.963742017114,40.810809906075,Religious Institution,culture,Manhattan
6967,116,3.0,4,SHEEPSHEAD PLAYGROUND,-73.940174467929,40.588898726381,Recreational Facility,recreation,Brooklyn
6973,1036478,3.0,4,MARIA HERNANDEZ PARK COMFORT STATION,-73.924034849478,40.70300473944,Recreational Facility,recreation,Brooklyn
6974,393,4.0,4,EDGEMERE URBAN RENEWAL PARK,-73.776878599494,40.595269056679,Recreational Facility,recreation,Queens
6975,11833,3.0,9,SONS JUDAH CONGREGATION,-73.987799828074,40.628414089209,Religious Institution,culture,Brooklyn
6976,1389,4.0,4,THURSBY BASIN PARK,-73.792012544744,40.595626802967,Recreational Facility,recreation,Queens
6979,1036783,3.0,4,UNDERWOOD PARK,-73.966420914837,40.688585629903,Recreational Facility,recreation,Brooklyn
6980,1008667,1.0,9,ST JOHN DIVINE CATHEDRAL,-73.962167166119,40.803951521454,Religious Institution,culture,Manhattan
6982,16354,3.0,4,JERRY AND THE SENIOR GENTS OF ENY GARDEN,-73.888149218363,40.672337207567,Recreational Facility,recreation,Brooklyn
6983,650,1.0,4,HARLEM LANE PLAYGROUND,-73.934851643925,40.826060778939,Recreational Facility,recreation,Manhattan
6985,1345,3.0,4,WNYC TRANSMITTER PARK,-73.961116031397,40.729780985005,Recreational Facility,recreation,Brooklyn
6988,5479,1.0,3,LIBRARY FOR PERFORMING ARTS,-73.984837327006,40.773648013813,Cultural Facility,culture,Manhattan
6989,1039754,3.0,3,FLATBUSH PARK JEWISH CENTER,-73.912944519324,40.61644328556,Cultural Facility,culture,Brooklyn
6992,1031335,4.0,6,QUEENS BLVD OVER AMTRK LIRR YARD,-73.935090167813,40.746794825582,Transportation Facility,transportation,Queens
6994,1036746,3.0,4,STROUD PLAYGROUND BASKETBALL COURTS,-73.961708186923,40.674947051374,Recreational Facility,recreation,Brooklyn
6996,1024295,1.0,4,HIGHBRIDGE PARK ROCKFACE OVERLOOK,-73.934404719641,40.838464466736,Recreational Facility,recreation,Manhattan
7006,1032109,2.0,4,VAN CORTLANDT PARK MEMORIAL GROVE,-73.896873388482,40.891176517724,Recreational Facility,recreation,Bronx
7008,1028330,1.0,6,ROOSEVELT ISLAND TRAMWAY STATION,-73.954134390067,40.757353598446,Transportation Facility,transportation,Manhattan
7009,1031553,2.0,6,GRND CNCOURSE OV E KINGSBRDGE RD,-73.894261598115,40.865974122464,Transportation Facility,transportation,Bronx
7012,1031778,3.0,6,16 AV BRDGE OVER LIRR BAY RDGE,-73.991298117799,40.625406639544,Transportation Facility,transportation,Brooklyn
7014,15277,3.0,9,FENIMORE ST UNITED METHODIST CHURCH,-73.95361568502,40.658335601014,Religious Institution,culture,Brooklyn
7019,1016124,1.0,3,ZIEGFELD THEATER,-73.979745439588,40.763143111106,Cultural Facility,culture,Manhattan
7020,1033351,3.0,4,THUNDERBOLT,-73.982179605862,40.573227729031,Recreational Facility,recreation,Brooklyn
7021,1036328,4.0,4,FAR ROCKAWAY SKATE PARK,-73.746548476223,40.595162448695,Recreational Facility,recreation,Queens
7022,3940,2.0,9,ST FRANCIS OF ROME CHURCH,-73.853897488064,40.895169604558,Religious Institution,culture,Bronx
7025,5815,3.0,3,BOROUGH PARK LIBRARY,-73.989014802036,40.638912976433,Cultural Facility,culture,Brooklyn
7030,779,4.0,4,ROSEMARYS PLAYGROUND,-73.903850704289,40.704896779569,Recreational Facility,recreation,Queens
7032,3616,5.0,9,CHRIST LUTHERAN CHURCH,-74.148228001751,40.548186389453,Religious Institution,culture,Staten Island
7034,4142,1.0,9,EPISCOPAL ASCENSION CHURCH,-73.995718557499,40.733746753054,Religious Institution,culture,Manhattan
7035,1032217,4.0,9,FIRST CHURCH OF GOD FAR ROCKAWAY,-73.754244382497,40.60899382138,Religious Institution,culture,Queens
7036,3835,3.0,9,IGLESIA EMMANUEL PIEDRA VIVA IGLESIA CHURCH,-74.009474631971,40.638412499521,Religious Institution,culture,Brooklyn
7042,1034438,2.0,9,ST JEROMES CHURCH,-73.925005143843,40.809706230338,Religious Institution,culture,Bronx
7044,13501,2.0,4,BRONX ZOO BIRDS OF PREY,-73.879915416642,40.853102577504,Recreational Facility,recreation,Bronx
7049,9716,1.0,4,THOMAS JEFFERSON POOL,-73.936048274182,40.793329180968,Recreational Facility,recreation,Manhattan
7052,1031313,4.0,6,BOWNE ST OVER LIRR PORT WASH BR,-73.824137535872,40.760386373297,Transportation Facility,transportation,Queens
7053,890,4.0,4,QUEENS GATE,-73.817627012394,40.707663730582,Recreational Facility,recreation,Queens
7055,1031273,4.0,6,MERRICK BL OV BELT LRLTN PKWY SB,-73.734592598814,40.673805528514,Transportation Facility,transportation,Queens
7056,1024285,1.0,4,HIGHBRIDGE PARK TURNER TERRACE,-73.928603405536,40.849491454383,Recreational Facility,recreation,Manhattan
7057,1029180,5.0,9,HELLENIC CULTURAL CENTER,-74.161857127021,40.607974904259,Religious Institution,culture,Staten Island
7058,12032,3.0,9,WASHINGTON TEMPLE CHURCH GOD,-73.953321022404,40.676516593278,Religious Institution,culture,Brooklyn
7060,3300,5.0,9,ST PATRICKS CONVENT,-74.139210298007,40.572900956094,Religious Institution,culture,Staten Island
7061,1036218,2.0,4,PELHAM PARKWAY MALLS,-73.852831820421,40.858109965788,Recreational Facility,recreation,Bronx
7062,15072,5.0,4,GREAT KILLS VETERANS PLAYGROUND,-74.151844903399,40.547074776351,Recreational Facility,recreation,Staten Island
7063,1031707,3.0,6,E DR OV PED PTH NR GRAND ARMY PZ,-73.969055069904,40.671128930834,Transportation Facility,transportation,Brooklyn
7064,18817,5.0,4,S BEACH AREA LIFEGUARD STATION,-74.065492958048,40.589615419938,Recreational Facility,recreation,Staten Island
7066,1008808,3.0,4,BK BRIDGE PARK PIER 5 UPLAND,-73.999419807507,40.694814357603,Recreational Facility,recreation,Brooklyn
7067,3964,2.0,9,KINGSBRIDGE ISRAEL CENTER,-73.907440076088,40.880891035862,Religious Institution,culture,Bronx
7069,6180,5.0,6,RARITAN BAY CHANNEL BUOY 28,-74.186196378729,40.508480534205,Transportation Facility,transportation,Staten Island
7073,16552,3.0,4,OCEAN HILL PLAYGROUND,-73.912325279566,40.674483079653,Recreational Facility,recreation,Brooklyn
7080,12898,3.0,6,BAY RIDGE CHANNEL BUOY 7,-74.031864266114,40.654667478915,Transportation Facility,transportation,Brooklyn
7082,1031217,4.0,6,J ROBINSON PKWY OV CYP HLS CEM,-73.874734975645,40.696212367893,Transportation Facility,transportation,Queens
7086,1217,1.0,4,CENTRAL PARK KING JAGIELLO STATUE,-73.966672805705,40.778922453428,Recreational Facility,recreation,Manhattan
7088,3567,1.0,9,AME ZION CHURCH ON THE HILL,-73.940469354232,40.834168557402,Religious Institution,culture,Manhattan
7089,1034094,4.0,4,USTA EMIRATES AIRLINE CAFE,-73.847123917293,40.748913679033,Recreational Facility,recreation,Queens
7091,1006176,2.0,4,BRONX ZOO SOUTHERN BLVD PARKING LOT,-73.88146412183,40.850348099273,Recreational Facility,recreation,Bronx
7092,1024266,1.0,4,HIGHBRIDGE PARK ROCK TERRACES AT W 190 ST,-73.925762770552,40.85347456386,Recreational Facility,recreation,Manhattan
7094,1104,4.0,4,ROY WILKINS RECREATION CENTER PLAYGROUND,-73.770394799929,40.685734937603,Recreational Facility,recreation,Queens
7096,18834,3.0,9,DURYEA PRESBYTERIAN CHURCH,-73.966372572061,40.675083874425,Religious Institution,culture,Brooklyn
7098,1036390,4.0,4,LOUIS PASTEUR PARK,-73.735355764815,40.762047071096,Recreational Facility,recreation,Queens
7099,1297,1.0,4,BUSHMAN STEPS,-73.940258206867,40.832128884083,Recreational Facility,recreation,Manhattan
7102,1180,2.0,4,BARTOW-PELL WOODS,-73.801775039975,40.874404161852,Recreational Facility,recreation,Bronx
7103,1036551,3.0,4,MARIA HERNANDEZ PARK,-73.923864674229,40.703179684293,Recreational Facility,recreation,Brooklyn
7107,1031437,2.0,6,HENRY HUDSON PARKWAY OVER BDWY,-73.897004185407,40.900310491637,Transportation Facility,transportation,Bronx
7109,1031229,1.0,6,FDR DR SB OV FDR DR NB E 62 ST,-73.95747510445,40.760131794172,Transportation Facility,transportation,Manhattan
7110,14880,1.0,4,TEN MILE RIVER PLAYGROUND,-73.952577106221,40.829782123849,Recreational Facility,recreation,Manhattan
7111,1017525,2.0,9,LOWLY NAZARENE BAPTIST CHURCH,-73.925192002585,40.826720728633,Religious Institution,culture,Bronx
7112,6742,5.0,6,CRAVEN SHOAL LIGHTED GONG BUOY 21,-74.041349413089,40.585412269541,Transportation Facility,transportation,Staten Island
7113,12723,4.0,6,ROCKAWAY INLET LIGHTED BELL BUOY 8,-73.942910446326,40.553884203855,Transportation Facility,transportation,Queens
7114,1033929,4.0,6,MALBA YACHT CLUB,-73.829040706696,40.796481705471,Transportation Facility,transportation,Queens
7116,1032351,3.0,9,UNIVERSAL CHURCH UTICA AVE,-73.930385636516,40.649219539706,Religious Institution,culture,Brooklyn
7122,6379,4.0,6,FLUSHING BAY CHANNEL BUOY 17,-73.845753540279,40.764553672024,Transportation Facility,transportation,Queens
7123,1035323,3.0,4,PS 4K PARADISE GARDEN GAZEBO,-73.885115164751,40.674677234128,Recreational Facility,recreation,Brooklyn
7125,19904,3.0,4,LINDEN PARK PLAYGROUND,-73.887617128806,40.658329010679,Recreational Facility,recreation,Brooklyn
7132,1026593,4.0,9,OUR LADY OF THE MIRACULOUS MEDAL CHURCH,-73.902574220139,40.711380881586,Religious Institution,culture,Queens
7133,238,4.0,4,HERMON A MACNEIL PARK,-73.851812377421,40.79290181556,Recreational Facility,recreation,Queens
7135,1031029,1.0,6,W 77 ENTR OV PD PTH OPP W 77,-73.973230054785,40.779215861764,Transportation Facility,transportation,Manhattan
7139,12892,4.0,4,210 STREET PLAYGROUND,-73.765347086645,40.739273460738,Recreational Facility,recreation,Queens
7140,1024191,1.0,4,FT TRYON PARK HEATHER GARDEN,-73.933740616286,40.860794214434,Recreational Facility,recreation,Manhattan
7141,676,5.0,4,PS 11 PLAYGROUND,-74.098461287904,40.59100006866,Recreational Facility,recreation,Staten Island
7142,8451,3.0,6,CONEY ISLAND YARD,-73.977222481459,40.586113245674,Transportation Facility,transportation,Brooklyn
7146,5863,1.0,3,TRIENNALE DESIGN MUSEUM,-73.977987194571,40.761082533854,Cultural Facility,culture,Manhattan
7149,1035091,1.0,4,SAGE'S GARDEN,-73.980917847451,40.722777383303,Recreational Facility,recreation,Manhattan
7151,8819,2.0,6,CUBAN LEDGE DAYBEACON,-73.803904811594,40.841627219511,Transportation Facility,transportation,Bronx
7153,17484,4.0,4,HORACE HARDING PLAYGROUND,-73.860518836488,40.733214899689,Recreational Facility,recreation,Queens
7154,316,3.0,4,CRYSTAL WELLS BLOCK ASSOCIATION GARDEN,-73.875423846553,40.678149831595,Recreational Facility,recreation,Brooklyn
7155,1036775,3.0,4,ST ANDREWS PLAYGROUND COMFORT STATION,-73.942009636273,40.678807476586,Recreational Facility,recreation,Brooklyn
7157,3272,1.0,9,FIRST CHINESE PRESBY CHURCH,-73.994708429999,40.713215323475,Religious Institution,culture,Manhattan
7159,834,1.0,4,SAMUEL SEABURY PLAYGROUND,-73.950830584569,40.785417721254,Recreational Facility,recreation,Manhattan
7163,756,4.0,4,ADMIRAL PLAYGROUND,-73.737928411899,40.771001633594,Recreational Facility,recreation,Queens
7164,1036428,4.0,4,HUNTERS POINT S PARK FITNESS EQUIPMENT,-73.960281035314,40.742893006613,Recreational Facility,recreation,Queens
7171,6532,2.0,6,WESTCHESTER CREEK CHANNEL BUOY 13,-73.840846787843,40.818259171267,Transportation Facility,transportation,Bronx
7172,1018365,1.0,3,AMC 19 ST EAST THEATER,-73.989732500392,40.738565793239,Cultural Facility,culture,Manhattan
7175,9715,3.0,4,MCCARREN PARK POOL,-73.949562137962,40.720170441606,Recreational Facility,recreation,Brooklyn
7180,1006905,3.0,6,HAMILTON,-73.998381414734,40.671891018984,Transportation Facility,transportation,Brooklyn
7183,16844,3.0,6,GRAVESEND BAY CHANNEL BUOY 5,-74.000128356559,40.589210188212,Transportation Facility,transportation,Brooklyn
7186,8774,4.0,6,ROCKAWAY INLET LIGHTED BUOY 20,-73.898578212886,40.56980980746,Transportation Facility,transportation,Queens
7189,1032043,1.0,9,FIRST CHURCH OF RELIGIOUS SCIENCE,-73.976662503887,40.786510281993,Religious Institution,culture,Manhattan
7191,16033,5.0,4,LAST CHANCE POND PARK,-74.098728633253,40.585862337713,Recreational Facility,recreation,Staten Island
7192,1031657,3.0,6,I-278 BQE OVER JAY STREET,-73.986787192181,40.701060554433,Transportation Facility,transportation,Brooklyn
7193,1033349,3.0,4,PROSPECT PARK PARKSIDE AVE CONCESSION,-73.962760993508,40.65481877186,Recreational Facility,recreation,Brooklyn
7196,1022105,4.0,4,HUNTERS POINT SOUTH WATERFRONT PARK,-73.960474718839,40.742758266483,Recreational Facility,recreation,Queens
7197,6065,4.0,3,RIDGEWOOD LIBRARY,-73.902589690349,40.705235153392,Cultural Facility,culture,Queens
7200,1430,2.0,4,YOUNG PARK,-73.870872423801,40.839851867179,Recreational Facility,recreation,Bronx
7202,692,3.0,3,BROOKLYN MUSEUM OF ART,-73.963753923524,40.671193897391,Cultural Facility,culture,Brooklyn
7203,5992,2.0,3,WEST FARMS LIBRARY,-73.883013522055,40.844652739261,Cultural Facility,culture,Bronx
7204,5390,1.0,3,NEW VICTORY THEATER,-73.987456900792,40.756572993381,Cultural Facility,culture,Manhattan
7208,6208,5.0,6,RARITAN BAY CHANNEL BUOY 18,-74.157112096169,40.501980833937,Transportation Facility,transportation,Staten Island
7211,5828,1.0,3,WEBSTER HALL,-73.989197333491,40.731755296987,Cultural Facility,culture,Manhattan
7214,1036684,3.0,4,HARRY MAZE PLAYGROUND HANDBALL COURT,-73.922913717146,40.643035403253,Recreational Facility,recreation,Brooklyn
7216,5659,4.0,3,MAIN STREET CINEMAS,-73.821294932805,40.724975042559,Cultural Facility,culture,Queens
7223,1017864,2.0,4,FERRY POINT PARK FOOTBALL FIELD,-73.826742064824,40.821146472786,Recreational Facility,recreation,Bronx
7225,1035408,2.0,4,CLAREMONT POOL MENS BATHHOUSE,-73.907814644528,40.838755988405,Recreational Facility,recreation,Bronx
7227,1031609,5.0,6,LINCOLN AV OVER SIRT SOUTH SHR,-74.108907072684,40.579523176233,Transportation Facility,transportation,Staten Island
7231,1027066,4.0,6,JFK BUILDING 306,-73.804813469358,40.660368902138,Transportation Facility,transportation,Queens
7232,874,1.0,4,W 132 STREET GARDEN,-73.943139474066,40.812360752171,Recreational Facility,recreation,Manhattan
7233,4019,4.0,9,ASTORIA BAPTIST CHURCH,-73.930094651711,40.766666027871,Religious Institution,culture,Queens
7237,1035384,1.0,4,JHS 45 RECREATION AREA,-73.957754430851,40.771367345404,Recreational Facility,recreation,Manhattan
7238,1032540,5.0,4,MILLER FIELD PLAYGROUND,-74.094170341902,40.566712378149,Recreational Facility,recreation,Staten Island
7239,3844,1.0,9,PARK AVE METHODIST CHURCH,-73.956831048101,40.779783140839,Religious Institution,culture,Manhattan
7245,1031544,2.0,6,SNUFF MILL ROAD OVER BRONX RIVER,-73.876421876414,40.859035609448,Transportation Facility,transportation,Bronx
7252,16217,3.0,4,EAST END COMMUNITY GARDEN,-73.890780341308,40.673784580006,Recreational Facility,recreation,Brooklyn
7254,385,4.0,4,VERNON MALL,-73.954138111267,40.742357369169,Recreational Facility,recreation,Queens
7255,3721,3.0,9,IMMACULATE HEART OF MARY CHURCH,-73.977276480313,40.649224391781,Religious Institution,culture,Brooklyn
7260,186,1.0,4,BRADHURST AVENUE GARDEN,-73.939401660012,40.827716744675,Recreational Facility,recreation,Manhattan
7264,77,1.0,4,ROBERT MOSES PLAYGROUND,-73.969532362535,40.74833448692,Recreational Facility,recreation,Manhattan
7267,3268,3.0,9,BETHLEHEM LUTHERAN CHURCH,-74.023507275649,40.633802377566,Religious Institution,culture,Brooklyn
